Entity,Code,Day,"Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)"
Europe,,2024-03-17,5.891694
Europe,,2024-03-18,5.7933245
Europe,,2024-03-19,5.7933245
Europe,,2024-03-20,5.7933245
Europe,,2024-03-21,5.7933245
Europe,,2024-03-22,5.7933245
Europe,,2024-03-23,5.7933245
Europe,,2024-03-24,5.7933245
Europe,,2024-03-25,5.1223073
Europe,,2024-03-26,5.1223073
Europe,,2024-03-27,5.1223073
Europe,,2024-03-28,5.1223073
Europe,,2024-03-29,5.1223073
Europe,,2024-03-30,5.1223073
Europe,,2024-03-31,5.1223073
Europe,,2024-04-01,4.7790627
Europe,,2024-04-02,4.7790627
Europe,,2024-04-03,4.7790627
Europe,,2024-04-04,4.7790627
Europe,,2024-04-05,4.7790627
Europe,,2024-04-06,4.7790627
Europe,,2024-04-07,4.7790627
Europe,,2024-04-08,4.3955154
Europe,,2024-04-09,4.3955154
Europe,,2024-04-10,4.3955154
Europe,,2024-04-11,4.3955154
Europe,,2024-04-12,4.3955154
Europe,,2024-04-13,4.3955154
Europe,,2024-04-14,4.3955154
Europe,,2024-04-15,4.0643044
Europe,,2024-04-16,4.0643044
Europe,,2024-04-17,4.0643044
Europe,,2024-04-18,4.0643044
Europe,,2024-04-19,4.0643044
Europe,,2024-04-20,4.0643044
Europe,,2024-04-21,4.0643044
Europe,,2024-04-22,3.8471265
Europe,,2024-04-23,3.8471265
Europe,,2024-04-24,3.8471265
Europe,,2024-04-25,3.8471265
Europe,,2024-04-26,3.8471265
Europe,,2024-04-27,3.8471265
Europe,,2024-04-28,3.8471265
Europe,,2024-04-29,3.13084
Europe,,2024-04-30,3.13084
Europe,,2024-05-01,3.13084
Europe,,2024-05-02,3.13084
Europe,,2024-05-03,3.13084
Europe,,2024-05-04,3.13084
Europe,,2024-05-05,3.13084
Europe,,2024-05-06,3.2507942
Europe,,2024-05-07,3.2507942
Europe,,2024-05-08,3.2507942
Europe,,2024-05-09,3.2507942
Europe,,2024-05-10,3.2507942
Europe,,2024-05-11,3.2507942
Europe,,2024-05-12,3.2507942
Europe,,2024-05-13,3.4758036
Europe,,2024-05-14,3.4758036
Europe,,2024-05-15,3.4758036
Europe,,2024-05-16,3.4758036
Europe,,2024-05-17,3.4758036
Europe,,2024-05-18,3.4758036
Europe,,2024-05-19,3.4758036
Europe,,2024-05-20,3.6941276
Europe,,2024-05-21,3.6941276
Europe,,2024-05-22,3.6941276
Europe,,2024-05-23,3.6941276
Europe,,2024-05-24,3.6941276
Europe,,2024-05-25,3.6941276
Europe,,2024-05-26,3.6941276
Europe,,2024-05-27,3.9802601
Europe,,2024-05-28,3.9802601
Europe,,2024-05-29,3.9802601
Europe,,2024-05-30,3.9802601
Europe,,2024-05-31,3.9802601
Europe,,2024-06-01,3.9802601
Europe,,2024-06-02,3.9802601
Europe,,2024-06-03,4.331527
Europe,,2024-06-04,4.331527
Europe,,2024-06-05,4.331527
Europe,,2024-06-06,4.331527
Europe,,2024-06-07,4.331527
Europe,,2024-06-08,4.331527
Europe,,2024-06-09,4.331527
Europe,,2024-06-10,4.313763
Europe,,2024-06-11,4.313763
Europe,,2024-06-12,4.313763
Europe,,2024-06-13,4.313763
Europe,,2024-06-14,4.313763
Europe,,2024-06-15,4.313763
Europe,,2024-06-16,4.313763
Europe,,2024-06-17,4.9137244
Europe,,2024-06-18,4.9137244
Europe,,2024-06-19,4.9137244
Europe,,2024-06-20,4.9137244
Europe,,2024-06-21,4.9137244
Europe,,2024-06-22,4.9137244
Europe,,2024-06-23,4.9137244
Europe,,2024-06-24,5.315227
Europe,,2024-06-25,5.315227
Europe,,2024-06-26,5.315227
Europe,,2024-06-27,5.315227
Europe,,2024-06-28,5.315227
Europe,,2024-06-29,5.315227
Europe,,2024-06-30,5.315227
Europe,,2024-07-01,5.888256
Europe,,2024-07-02,5.888256
Europe,,2024-07-03,5.888256
Europe,,2024-07-04,5.888256
Europe,,2024-07-05,5.888256
Europe,,2024-07-06,5.888256
Europe,,2024-07-07,5.888256
Europe,,2024-07-08,6.951416
Europe,,2024-07-09,6.951416
Europe,,2024-07-10,6.951416
Europe,,2024-07-11,6.951416
Europe,,2024-07-12,6.951416
Europe,,2024-07-13,6.951416
Europe,,2024-07-14,6.951416
Europe,,2024-07-15,8.042082
Europe,,2024-07-16,8.042082
Europe,,2024-07-17,8.042082
Europe,,2024-07-18,8.042082
Europe,,2024-07-19,8.042082
Europe,,2024-07-20,8.042082
Europe,,2024-07-21,8.042082
Europe,,2024-07-22,9.427856
Europe,,2024-07-23,9.427856
Europe,,2024-07-24,9.427856
Europe,,2024-07-25,9.427856
Europe,,2024-07-26,9.427856
Europe,,2024-07-27,9.427856
Europe,,2024-07-28,9.427856
Europe,,2024-07-29,10.17012
Europe,,2024-07-30,10.17012
Europe,,2024-07-31,10.17012
Europe,,2024-08-01,10.17012
Europe,,2024-08-02,10.17012
Europe,,2024-08-03,10.17012
Europe,,2024-08-04,10.17012
Europe,,2024-08-05,10.67878
Europe,,2024-08-06,10.67878
Europe,,2024-08-07,10.67878
Europe,,2024-08-08,10.67878
Europe,,2024-08-09,10.67878
Europe,,2024-08-10,10.67878
Europe,,2024-08-11,10.67878
Europe,,2024-08-12,10.66388
Europe,,2024-08-13,10.66388
Europe,,2024-08-14,10.66388
Europe,,2024-08-15,10.66388
Europe,,2024-08-16,10.66388
Europe,,2024-08-17,10.66388
Europe,,2024-08-18,10.66388
Europe,,2024-08-19,13.047873
Europe,,2024-08-20,13.047873
Europe,,2024-08-21,13.047873
Europe,,2024-08-22,13.047873
Europe,,2024-08-23,13.047873
Europe,,2024-08-24,13.047873
Europe,,2024-08-25,13.047873
Europe,,2024-08-26,13.938933
Europe,,2024-08-27,13.938933
Europe,,2024-08-28,13.938933
Europe,,2024-08-29,13.938933
Europe,,2024-08-30,13.938933
Europe,,2024-08-31,13.938933
Europe,,2024-09-01,13.938933
Europe,,2024-09-02,14.239201
Europe,,2024-09-03,14.239201
Europe,,2024-09-04,14.239201
Europe,,2024-09-05,14.239201
Europe,,2024-09-06,14.239201
Europe,,2024-09-07,14.239201
Europe,,2024-09-08,14.239201
Europe,,2024-09-09,15.597852
Europe,,2024-09-10,15.597852
Europe,,2024-09-11,15.597852
Europe,,2024-09-12,15.597852
Europe,,2024-09-13,15.597852
Europe,,2024-09-14,15.597852
Europe,,2024-09-15,15.597852
Europe,,2024-09-16,17.541185
Europe,,2024-09-17,17.541185
Europe,,2024-09-18,17.541185
Europe,,2024-09-19,17.541185
Europe,,2024-09-20,17.541185
Europe,,2024-09-21,17.541185
Europe,,2024-09-22,17.541185
Europe,,2024-09-23,18.18718
Europe,,2024-09-24,18.18718
Europe,,2024-09-25,18.18718
Europe,,2024-09-26,18.18718
Europe,,2024-09-27,18.18718
Europe,,2024-09-28,18.18718
Europe,,2024-09-29,18.18718
Europe,,2024-09-30,16.48089
Europe,,2024-10-01,16.48089
Europe,,2024-10-02,16.48089
Europe,,2024-10-03,16.48089
Europe,,2024-10-04,16.48089
Europe,,2024-10-05,16.48089
Europe,,2024-10-06,16.48089
Europe,,2024-10-07,15.197878
Europe,,2024-10-08,15.197878
Europe,,2024-10-09,15.197878
Europe,,2024-10-10,15.197878
Europe,,2024-10-11,15.197878
Europe,,2024-10-12,15.197878
Europe,,2024-10-13,15.197878
Europe,,2024-10-14,12.407417
Europe,,2024-10-15,12.407417
Europe,,2024-10-16,12.407417
Europe,,2024-10-17,12.407417
Europe,,2024-10-18,12.407417
Europe,,2024-10-19,12.407417
Europe,,2024-10-20,12.407417
Europe,,2024-10-21,10.751936
Europe,,2024-10-22,10.751936
Europe,,2024-10-23,10.751936
Europe,,2024-10-24,10.751936
Europe,,2024-10-25,10.751936
Europe,,2024-10-26,10.751936
Europe,,2024-10-27,10.751936
Europe,,2024-10-28,8.786637
Europe,,2024-10-29,8.786637
Europe,,2024-10-30,8.786637
Europe,,2024-10-31,8.786637
Europe,,2024-11-01,8.786637
Europe,,2024-11-02,8.786637
Europe,,2024-11-03,8.786637
Europe,,2024-11-04,7.8909926
Europe,,2024-11-05,7.8909926
Europe,,2024-11-06,7.8909926
Europe,,2024-11-07,7.8909926
Europe,,2024-11-08,7.8909926
Europe,,2024-11-09,7.8909926
Europe,,2024-11-10,7.8909926
Europe,,2024-11-11,7.935689
Europe,,2024-11-12,7.935689
Europe,,2024-11-13,7.935689
Europe,,2024-11-14,7.935689
Europe,,2024-11-15,7.935689
Europe,,2024-11-16,7.935689
Europe,,2024-11-17,7.935689
Europe,,2024-11-18,8.634212
Europe,,2024-11-19,8.634212
Europe,,2024-11-20,8.634212
Europe,,2024-11-21,8.634212
Europe,,2024-11-22,8.634212
Europe,,2024-11-23,8.634212
Europe,,2024-11-24,8.634212
Europe,,2024-11-25,8.940209
Europe,,2024-11-26,8.940209
Europe,,2024-11-27,8.940209
Europe,,2024-11-28,8.940209
Europe,,2024-11-29,8.940209
Europe,,2024-11-30,8.940209
Europe,,2024-12-01,8.940209
Europe,,2024-12-02,9.352217
Europe,,2024-12-03,9.352217
Europe,,2024-12-04,9.352217
Europe,,2024-12-05,9.352217
Europe,,2024-12-06,9.352217
Europe,,2024-12-07,9.352217
Europe,,2024-12-08,9.352217
Europe,,2024-12-09,9.13714
Europe,,2024-12-10,9.13714
Europe,,2024-12-11,9.13714
Europe,,2024-12-12,9.13714
Europe,,2024-12-13,9.13714
Europe,,2024-12-14,9.13714
Europe,,2024-12-15,9.13714
Europe,,2024-12-16,8.225069
Europe,,2024-12-17,8.225069
Europe,,2024-12-18,8.225069
Europe,,2024-12-19,8.225069
Europe,,2024-12-20,8.225069
Europe,,2024-12-21,8.225069
Europe,,2024-12-22,8.225069
Europe,,2024-12-23,6.4091396
Europe,,2024-12-24,6.4091396
Europe,,2024-12-25,6.4091396
Europe,,2024-12-26,6.4091396
Europe,,2024-12-27,6.4091396
Europe,,2024-12-28,6.4091396
Europe,,2024-12-29,6.4091396
Europe,,2024-12-30,4.2205505
Europe,,2024-12-31,4.2205505
Europe,,2025-01-01,4.2205505
Europe,,2025-01-02,4.2205505
Europe,,2025-01-03,4.2205505
Europe,,2025-01-04,4.2205505
Europe,,2025-01-05,4.2205505
Europe,,2025-01-06,3.996114
Europe,,2025-01-07,3.996114
Europe,,2025-01-08,3.996114
Europe,,2025-01-09,3.996114
Europe,,2025-01-10,3.996114
Europe,,2025-01-11,3.996114
Europe,,2025-01-12,3.996114
Europe,,2025-01-13,3.6465662
Europe,,2025-01-14,3.6465662
Europe,,2025-01-15,3.6465662
Europe,,2025-01-16,3.6465662
Europe,,2025-01-17,3.6465662
Europe,,2025-01-18,3.6465662
Europe,,2025-01-19,3.6465662
Europe,,2025-01-20,3.1753452
Europe,,2025-01-21,3.1753452
Europe,,2025-01-22,3.1753452
Europe,,2025-01-23,3.1753452
Europe,,2025-01-24,3.1753452
Europe,,2025-01-25,3.1753452
Europe,,2025-01-26,3.1753452
Europe,,2025-01-27,2.9593134
Europe,,2025-01-28,2.9593134
Europe,,2025-01-29,2.9593134
Europe,,2025-01-30,2.9593134
Europe,,2025-01-31,2.9593134
Europe,,2025-02-01,2.9593134
Europe,,2025-02-02,2.9593134
Europe,,2025-02-03,2.576721
Europe,,2025-02-04,2.576721
Europe,,2025-02-05,2.576721
Europe,,2025-02-06,2.576721
Europe,,2025-02-07,2.576721
Europe,,2025-02-08,2.576721
Europe,,2025-02-09,2.576721
Europe,,2025-02-10,2.4000368
Europe,,2025-02-11,2.4000368
Europe,,2025-02-12,2.4000368
Europe,,2025-02-13,2.4000368
Europe,,2025-02-14,2.4000368
Europe,,2025-02-15,2.4000368
Europe,,2025-02-16,2.4000368
Europe,,2025-02-17,2.2178137
Europe,,2025-02-18,2.2178137
Europe,,2025-02-19,2.2178137
Europe,,2025-02-20,2.2178137
Europe,,2025-02-21,2.2178137
Europe,,2025-02-22,2.2178137
Europe,,2025-02-23,2.2178137
Europe,,2025-02-24,2.0155344
Europe,,2025-02-25,2.0155344
Europe,,2025-02-26,2.0155344
Europe,,2025-02-27,2.0155344
Europe,,2025-02-28,2.0155344
Europe,,2025-03-01,2.0155344
Europe,,2025-03-02,2.0155344
Europe,,2025-03-03,1.7561432
Europe,,2025-03-04,1.7561432
Europe,,2025-03-05,1.7561432
Europe,,2025-03-06,1.7561432
Europe,,2025-03-07,1.7561432
Europe,,2025-03-08,1.7561432
Europe,,2025-03-09,1.7561432
Europe,,2025-03-10,1.6814584
Europe,,2025-03-11,1.6814584
Europe,,2025-03-12,1.6814584
Europe,,2025-03-13,1.6814584
Europe,,2025-03-14,1.6814584
Europe,,2025-03-15,1.6814584
Europe,,2025-03-16,1.6814584
Europe,,2025-03-17,0.8331843
Europe,,2025-03-18,0.8331843
Europe,,2025-03-19,0.8331843
Europe,,2025-03-20,0.8331843
Europe,,2025-03-21,0.8331843
Europe,,2025-03-22,0.8331843
Europe,,2025-03-23,0.8331843
Europe,,2025-03-24,0.79460037
Europe,,2025-03-25,0.79460037
Europe,,2025-03-26,0.79460037
Europe,,2025-03-27,0.79460037
Europe,,2025-03-28,0.79460037
Europe,,2025-03-29,0.79460037
Europe,,2025-03-30,0.79460037
Europe,,2025-03-31,0.75907254
Europe,,2025-04-01,0.75907254
Europe,,2025-04-02,0.75907254
Europe,,2025-04-03,0.75907254
Europe,,2025-04-04,0.75907254
Europe,,2025-04-05,0.75907254
Europe,,2025-04-06,0.75907254
Europe,,2025-04-07,0.69852245
Europe,,2025-04-08,0.69852245
Europe,,2025-04-09,0.69852245
Europe,,2025-04-10,0.69852245
Europe,,2025-04-11,0.69852245
Europe,,2025-04-12,0.69852245
Europe,,2025-04-13,0.69852245
Europe,,2025-04-14,0.6223096
Europe,,2025-04-15,0.6223096
Europe,,2025-04-16,0.6223096
Europe,,2025-04-17,0.6223096
Europe,,2025-04-18,0.6223096
Europe,,2025-04-19,0.6223096
Europe,,2025-04-20,0.6223096
Europe,,2025-04-21,0.5778043
Europe,,2025-04-22,0.5778043
Europe,,2025-04-23,0.5778043
Europe,,2025-04-24,0.5778043
Europe,,2025-04-25,0.5778043
Europe,,2025-04-26,0.5778043
Europe,,2025-04-27,0.5778043
Europe,,2025-04-28,0.5789504
Europe,,2025-04-29,0.5789504
Europe,,2025-04-30,0.5789504
Europe,,2025-05-01,0.5789504
Europe,,2025-05-02,0.5789504
Europe,,2025-05-03,0.5789504
Europe,,2025-05-04,0.5789504
Europe,,2025-05-05,0.5722651
Europe,,2025-05-06,0.5722651
Europe,,2025-05-07,0.5722651
Europe,,2025-05-08,0.5722651
Europe,,2025-05-09,0.5722651
Europe,,2025-05-10,0.5722651
Europe,,2025-05-11,0.5722651
Europe,,2025-05-12,0.6268938
Europe,,2025-05-13,0.6268938
Europe,,2025-05-14,0.6268938
Europe,,2025-05-15,0.6268938
Europe,,2025-05-16,0.6268938
Europe,,2025-05-17,0.6268938
Europe,,2025-05-18,0.6268938
Europe,,2025-05-19,0.6937472
Europe,,2025-05-20,0.6937472
Europe,,2025-05-21,0.6937472
Europe,,2025-05-22,0.6937472
Europe,,2025-05-23,0.6937472
Europe,,2025-05-24,0.6937472
Europe,,2025-05-25,0.6937472
Europe,,2025-05-26,0.79249924
Europe,,2025-05-27,0.79249924
Europe,,2025-05-28,0.79249924
Europe,,2025-05-29,0.79249924
Europe,,2025-05-30,0.79249924
Europe,,2025-05-31,0.79249924
Europe,,2025-06-01,0.79249924
Europe,,2025-06-02,0.85935265
Europe,,2025-06-03,0.85935265
Europe,,2025-06-04,0.85935265
Europe,,2025-06-05,0.85935265
Europe,,2025-06-06,0.85935265
Europe,,2025-06-07,0.85935265
Europe,,2025-06-08,0.85935265
Europe,,2025-06-09,0.87195927
Europe,,2025-06-10,0.87195927
Europe,,2025-06-11,0.87195927
Europe,,2025-06-12,0.87195927
Europe,,2025-06-13,0.87195927
Europe,,2025-06-14,0.87195927
Europe,,2025-06-15,0.87195927
Europe,,2025-06-16,0.9334644
Europe,,2025-06-17,0.9334644
Europe,,2025-06-18,0.9334644
Europe,,2025-06-19,0.9334644
Europe,,2025-06-20,0.9334644
Europe,,2025-06-21,0.9334644
Europe,,2025-06-22,0.9334644
Europe,,2025-06-23,0.8624088
Europe,,2025-06-24,0.8624088
Europe,,2025-06-25,0.8624088
Europe,,2025-06-26,0.8624088
Europe,,2025-06-27,0.8624088
Europe,,2025-06-28,0.8624088
Europe,,2025-06-29,0.8624088
Europe,,2025-06-30,0.9076781
Europe,,2025-07-01,0.9076781
Europe,,2025-07-02,0.9076781
Europe,,2025-07-03,0.9076781
Europe,,2025-07-04,0.9076781
Europe,,2025-07-05,0.9076781
Europe,,2025-07-06,0.9076781
Europe,,2025-07-07,0.9791157
Europe,,2025-07-08,0.9791157
Europe,,2025-07-09,0.9791157
Europe,,2025-07-10,0.9791157
Europe,,2025-07-11,0.9791157
Europe,,2025-07-12,0.9791157
Europe,,2025-07-13,0.9791157
Europe,,2025-07-14,1.0868452
Europe,,2025-07-15,1.0868452
Europe,,2025-07-16,1.0868452
Europe,,2025-07-17,1.0868452
Europe,,2025-07-18,1.0868452
Europe,,2025-07-19,1.0868452
Europe,,2025-07-20,1.0868452
Europe,,2025-07-21,1.1441481
Europe,,2025-07-22,1.1441481
Europe,,2025-07-23,1.1441481
Europe,,2025-07-24,1.1441481
Europe,,2025-07-25,1.1441481
Europe,,2025-07-26,1.1441481
Europe,,2025-07-27,1.1441481
Europe,,2025-07-28,1.339933
Europe,,2025-07-29,1.339933
Europe,,2025-07-30,1.339933
Europe,,2025-07-31,1.339933
Europe,,2025-08-01,1.339933
Europe,,2025-08-02,1.339933
Europe,,2025-08-03,1.339933
Europe,,2025-08-04,1.7043796
Europe,,2025-08-05,1.7043796
Europe,,2025-08-06,1.7043796
Europe,,2025-08-07,1.7043796
Europe,,2025-08-08,1.7043796
Europe,,2025-08-09,1.7043796
Europe,,2025-08-10,1.7043796
Europe,,2025-08-11,2.028332
Europe,,2025-08-12,2.028332
Europe,,2025-08-13,2.028332
Europe,,2025-08-14,2.028332
Europe,,2025-08-15,2.028332
Europe,,2025-08-16,2.028332
Europe,,2025-08-17,2.028332
Europe,,2025-08-18,2.8019214
Europe,,2025-08-19,2.8019214
Europe,,2025-08-20,2.8019214
Europe,,2025-08-21,2.8019214
Europe,,2025-08-22,2.8019214
Europe,,2025-08-23,2.8019214
Europe,,2025-08-24,2.8019214
Europe,,2025-08-25,3.3249059
Europe,,2025-08-26,3.3249059
Europe,,2025-08-27,3.3249059
Europe,,2025-08-28,3.3249059
Europe,,2025-08-29,3.3249059
Europe,,2025-08-30,3.3249059
Europe,,2025-08-31,3.3249059
Europe,,2025-09-01,4.264292
Europe,,2025-09-02,4.264292
Europe,,2025-09-03,4.264292
Europe,,2025-09-04,4.264292
Europe,,2025-09-05,4.264292
Europe,,2025-09-06,4.264292
Europe,,2025-09-07,4.264292
Europe,,2025-09-08,5.0953746
Europe,,2025-09-09,5.0953746
Europe,,2025-09-10,5.0953746
Europe,,2025-09-11,5.0953746
Europe,,2025-09-12,5.0953746
Europe,,2025-09-13,5.0953746
Europe,,2025-09-14,5.0953746
Europe,,2025-09-15,5.574427
Europe,,2025-09-16,5.574427
Europe,,2025-09-17,5.574427
Europe,,2025-09-18,5.574427
Europe,,2025-09-19,5.574427
Europe,,2025-09-20,5.574427
Europe,,2025-09-21,5.574427
Europe,,2025-09-22,5.6622915
Europe,,2025-09-23,5.6622915
Europe,,2025-09-24,5.6622915
Europe,,2025-09-25,5.6622915
Europe,,2025-09-26,5.6622915
Europe,,2025-09-27,5.6622915
Europe,,2025-09-28,5.6622915
Europe,,2025-09-29,5.0900264
Europe,,2025-09-30,5.0900264
Europe,,2025-10-01,5.0900264
Europe,,2025-10-02,5.0900264
Europe,,2025-10-03,5.0900264
Europe,,2025-10-04,5.0900264
Europe,,2025-10-05,5.0900264
Europe,,2025-10-06,5.1721606
Europe,,2025-10-07,5.1721606
Europe,,2025-10-08,5.1721606
Europe,,2025-10-09,5.1721606
Europe,,2025-10-10,5.1721606
Europe,,2025-10-11,5.1721606
Europe,,2025-10-12,5.1721606
Europe,,2025-10-13,4.2257075
Europe,,2025-10-14,4.2257075
Europe,,2025-10-15,4.2257075
Europe,,2025-10-16,4.2257075
Europe,,2025-10-17,4.2257075
Europe,,2025-10-18,4.2257075
Europe,,2025-10-19,4.2257075
Europe,,2025-10-20,3.7701495
Europe,,2025-10-21,3.7701495
Europe,,2025-10-22,3.7701495
Europe,,2025-10-23,3.7701495
Europe,,2025-10-24,3.7701495
Europe,,2025-10-25,3.7701495
Europe,,2025-10-26,3.7701495
Europe,,2025-10-27,2.7832024
Europe,,2025-10-28,2.7832024
Europe,,2025-10-29,2.7832024
Europe,,2025-10-30,2.7832024
Europe,,2025-10-31,2.7832024
Europe,,2025-11-01,2.7832024
Europe,,2025-11-02,2.7832024
Europe,,2025-11-03,2.2988017
Europe,,2025-11-04,2.2988017
Europe,,2025-11-05,2.2988017
Europe,,2025-11-06,2.2988017
Europe,,2025-11-07,2.2988017
Europe,,2025-11-08,2.2988017
Europe,,2025-11-09,2.2988017
North America,,2020-01-09,0
North America,,2020-01-10,0
North America,,2020-01-11,0
North America,,2020-01-12,0
North America,,2020-01-13,0
North America,,2020-01-14,0
North America,,2020-01-15,0
North America,,2020-01-16,0
North America,,2020-01-17,0
North America,,2020-01-18,0
North America,,2020-01-19,0
North America,,2020-01-20,0.00023637903
North America,,2020-01-21,0.00023637903
North America,,2020-01-22,0.00023637903
North America,,2020-01-23,0.00023637903
North America,,2020-01-24,0.00023637903
North America,,2020-01-25,0.0014182741
North America,,2020-01-26,0.0018910322
North America,,2020-01-27,0.0016546532
North America,,2020-01-28,0.0021274113
North America,,2020-01-29,0.0021274113
North America,,2020-01-30,0.0023637903
North America,,2020-01-31,0.0023637903
North America,,2020-02-01,0.0014182741
North America,,2020-02-02,0.0011818951
North America,,2020-02-03,0.0014182741
North America,,2020-02-04,0.0026001693
North America,,2020-02-05,0.0037820644
North America,,2020-02-06,0.0040184436
North America,,2020-02-07,0.0040184436
North America,,2020-02-08,0.0042548226
North America,,2020-02-09,0.0042548226
North America,,2020-02-10,0.0040184436
North America,,2020-02-11,0.0023637903
North America,,2020-02-12,0.0011818951
North America,,2020-02-13,0.00070913706
North America,,2020-02-14,0.0011818951
North America,,2020-02-15,0.0009455161
North America,,2020-02-16,0.0009455161
North America,,2020-02-17,0.0011818951
North America,,2020-02-18,0.0011818951
North America,,2020-02-19,0.0016546532
North America,,2020-02-20,0.0028365483
North America,,2020-02-21,0.0033093065
North America,,2020-02-22,0.0035456854
North America,,2020-02-23,0.0044912016
North America,,2020-02-24,0.0061458545
North America,,2020-02-25,0.006382234
North America,,2020-02-26,0.006854992
North America,,2020-02-27,0.006854992
North America,,2020-02-28,0.008036887
North America,,2020-02-29,0.00969154
North America,,2020-03-01,0.010400677
North America,,2020-03-02,0.011109814
North America,,2020-03-03,0.017964806
North America,,2020-03-04,0.029311
North America,,2020-03-05,0.042311847
North America,,2020-03-06,0.061931305
North America,,2020-03-07,0.08107801
North America,,2020-03-08,0.11369831
North America,,2020-03-09,0.1498643
North America,,2020-03-10,0.19666734
North America,,2020-03-11,0.2827093
North America,,2020-03-12,0.3990078
North America,,2020-03-13,0.5148335
North America,,2020-03-14,0.689754
North America,,2020-03-15,0.9117139
North America,,2020-03-16,1.1835498
North America,,2020-03-17,1.661981
North America,,2020-03-18,2.178942
North America,,2020-03-19,2.8746054
North America,,2020-03-20,3.9690402
North America,,2020-03-21,5.3431115
North America,,2020-03-22,6.956162
North America,,2020-03-23,8.941746
North America,,2020-03-24,11.086649
North America,,2020-03-25,13.155438
North America,,2020-03-26,15.203426
North America,,2020-03-27,17.778067
North America,,2020-03-28,20.872742
North America,,2020-03-29,24.099787
North America,,2020-03-30,26.967773
North America,,2020-03-31,30.874174
North America,,2020-04-01,32.320576
North America,,2020-04-02,35.39327
North America,,2020-04-03,38.812492
North America,,2020-04-04,41.766518
North America,,2020-04-05,44.71582
North America,,2020-04-06,47.58428
North America,,2020-04-07,47.994633
North America,,2020-04-08,51.1458
North America,,2020-04-09,52.62577
North America,,2020-04-10,54.141434
North America,,2020-04-11,55.300636
North America,,2020-04-12,55.70721
North America,,2020-04-13,55.686646
North America,,2020-04-14,55.585236
North America,,2020-04-15,54.877518
North America,,2020-04-16,54.108105
North America,,2020-04-17,51.986603
North America,,2020-04-18,51.48501
North America,,2020-04-19,51.025486
North America,,2020-04-20,50.366226
North America,,2020-04-21,50.313984
North America,,2020-04-22,50.92999
North America,,2020-04-23,51.26541
North America,,2020-04-24,52.736397
North America,,2020-04-25,53.25643
North America,,2020-04-26,54.43998
North America,,2020-04-27,55.792778
North America,,2020-04-28,55.867947
North America,,2020-04-29,55.272507
North America,,2020-04-30,54.90234
North America,,2020-05-01,54.129143
North America,,2020-05-02,53.696095
North America,,2020-05-03,53.314342
North America,,2020-05-04,52.283493
North America,,2020-05-05,52.607334
North America,,2020-05-06,52.381355
North America,,2020-05-07,52.161995
North America,,2020-05-08,51.9658
North America,,2020-05-09,51.47626
North America,,2020-05-10,50.67801
North America,,2020-05-11,50.044277
North America,,2020-05-12,48.521286
North America,,2020-05-13,48.05089
North America,,2020-05-14,48.411133
North America,,2020-05-15,46.63049
North America,,2020-05-16,48.232193
North America,,2020-05-17,47.888264
North America,,2020-05-18,48.023945
North America,,2020-05-19,47.933647
North America,,2020-05-20,48.89973
North America,,2020-05-21,48.709915
North America,,2020-05-22,50.29744
North America,,2020-05-23,48.508286
North America,,2020-05-24,48.552017
North America,,2020-05-25,47.633446
North America,,2020-05-26,47.945465
North America,,2020-05-27,47.32639
North America,,2020-05-28,46.59196
North America,,2020-05-29,45.911663
North America,,2020-05-30,45.538654
North America,,2020-05-31,45.075825
North America,,2020-06-01,45.762978
North America,,2020-06-02,45.97265
North America,,2020-06-03,45.552128
North America,,2020-06-04,46.38371
North America,,2020-06-05,46.713696
North America,,2020-06-06,46.043087
North America,,2020-06-07,46.385838
North America,,2020-06-08,46.26694
North America,,2020-06-09,45.645027
North America,,2020-06-10,46.111874
North America,,2020-06-11,45.84855
North America,,2020-06-12,46.571396
North America,,2020-06-13,47.27226
North America,,2020-06-14,48.390568
North America,,2020-06-15,49.27368
North America,,2020-06-16,49.869118
North America,,2020-06-17,50.63404
North America,,2020-06-18,52.291058
North America,,2020-06-19,53.299923
North America,,2020-06-20,54.875862
North America,,2020-06-21,56.307846
North America,,2020-06-22,58.305725
North America,,2020-06-23,60.013325
North America,,2020-06-24,62.113552
North America,,2020-06-25,65.36164
North America,,2020-06-26,68.068886
North America,,2020-06-27,72.741394
North America,,2020-06-28,75.97033
North America,,2020-06-29,78.34901
North America,,2020-06-30,81.05484
North America,,2020-07-01,83.81433
North America,,2020-07-02,86.34713
North America,,2020-07-03,92.14409
North America,,2020-07-04,94.51001
North America,,2020-07-05,98.29798
North America,,2020-07-06,99.8933
North America,,2020-07-07,100.76365
North America,,2020-07-08,103.694275
North America,,2020-07-09,106.308395
North America,,2020-07-10,107.64488
North America,,2020-07-11,109.30166
North America,,2020-07-12,111.2603
North America,,2020-07-13,115.84251
North America,,2020-07-14,120.25546
North America,,2020-07-15,122.05833
North America,,2020-07-16,124.1855
North America,,2020-07-17,126.64219
North America,,2020-07-18,128.70909
North America,,2020-07-19,130.99323
North America,,2020-07-20,131.79668
North America,,2020-07-21,132.41362
North America,,2020-07-22,133.18044
North America,,2020-07-23,132.8566
North America,,2020-07-24,132.75873
North America,,2020-07-25,133.76831
North America,,2020-07-26,133.12938
North America,,2020-07-27,131.07382
North America,,2020-07-28,130.27794
North America,,2020-07-29,129.00645
North America,,2020-07-30,127.95457
